cod_municipio,uf,nome_maiusculo,nome_sem_acento_maiusculo,nome,nome_sem_acento
3114501,MG,CARMÓPOLIS DE MINAS,CARMOPOLIS DE MINAS,Carmópolis de Minas,Carmopolis de Minas
3114550,MG,CARNEIRINHO,CARNEIRINHO,Carneirinho,Carneirinho
3114600,MG,CARRANCAS,CARRANCAS,Carrancas,Carrancas
3114709,MG,CARVALHÓPOLIS,CARVALHOPOLIS,Carvalhópolis,Carvalhopolis
3114808,MG,CARVALHOS,CARVALHOS,Carvalhos,Carvalhos
3114907,MG,CASA GRANDE,CASA GRANDE,Casa Grande,Casa Grande
3115003,MG,CASCALHO RICO,CASCALHO RICO,Cascalho Rico,Cascalho Rico
3115102,MG,CÁSSIA,CASSIA,Cássia,Cassia
3115201,MG,CONCEIÇÃO DA BARRA DE MINAS,CONCEICAO DA BARRA DE MINAS,Conceição da Barra de Minas,Conceicao da Barra de Minas
3115300,MG,CATAGUASES,CATAGUASES,Cataguases,Cataguases
3115359,MG,CATAS ALTAS,CATAS ALTAS,Catas Altas,Catas Altas
3115409,MG,CATAS ALTAS DA NORUEGA,CATAS ALTAS DA NORUEGA,Catas Altas da Noruega,Catas Altas da Noruega
3115458,MG,CATUJI,CATUJI,Catuji,Catuji
3115474,MG,CATUTI,CATUTI,Catuti,Catuti
3115508,MG,CAXAMBU,CAXAMBU,Caxambu,Caxambu
3115607,MG,CEDRO DO ABAETÉ,CEDRO DO ABAETE,Cedro do Abaeté,Cedro do Abaete
3115706,MG,CENTRAL DE MINAS,CENTRAL DE MINAS,Central de Minas,Central de Minas
3115805,MG,CENTRALINA,CENTRALINA,Centralina,Centralina
3115904,MG,CHÁCARA,CHACARA,Chácara,Chacara
3116001,MG,CHALÉ,CHALE,Chalé,Chale
3116100,MG,CHAPADA DO NORTE,CHAPADA DO NORTE,Chapada do Norte,Chapada do Norte
3116159,MG,CHAPADA GAÚCHA,CHAPADA GAUCHA,Chapada Gaúcha,Chapada Gaucha
3116209,MG,CHIADOR,CHIADOR,Chiador,Chiador
3116308,MG,CIPOTÂNEA,CIPOTANEA,Cipotânea,Cipotanea
3116407,MG,CLARAVAL,CLARAVAL,Claraval,Claraval
3116506,MG,CLARO DOS POÇÕES,CLARO DOS POCOES,Claro dos Poções,Claro dos Pocoes
3116605,MG,CLÁUDIO,CLAUDIO,Cláudio,Claudio
3116704,MG,COIMBRA,COIMBRA,Coimbra,Coimbra
3116803,MG,COLUNA,COLUNA,Coluna,Coluna
3116902,MG,COMENDADOR GOMES,COMENDADOR GOMES,Comendador Gomes,Comendador Gomes
3117009,MG,COMERCINHO,COMERCINHO,Comercinho,Comercinho
3117108,MG,CONCEIÇÃO DA APARECIDA,CONCEICAO DA APARECIDA,Conceição da Aparecida,Conceicao da Aparecida
3117207,MG,CONCEIÇÃO DAS PEDRAS,CONCEICAO DAS PEDRAS,Conceição das Pedras,Conceicao das Pedras
3117306,MG,CONCEIÇÃO DAS ALAGOAS,CONCEICAO DAS ALAGOAS,Conceição das Alagoas,Conceicao das Alagoas
3117405,MG,CONCEIÇÃO DE IPANEMA,CONCEICAO DE IPANEMA,Conceição de Ipanema,Conceicao de Ipanema
3117504,MG,CONCEIÇÃO DO MATO DENTRO,CONCEICAO DO MATO DENTRO,Conceição do Mato Dentro,Conceicao do Mato Dentro
3117603,MG,CONCEIÇÃO DO PARÁ,CONCEICAO DO PARA,Conceição do Pará,Conceicao do Para
3117702,MG,CONCEIÇÃO DO RIO VERDE,CONCEICAO DO RIO VERDE,Conceição do Rio Verde,Conceicao do Rio Verde
3117801,MG,CONCEIÇÃO DOS OUROS,CONCEICAO DOS OUROS,Conceição dos Ouros,Conceicao dos Ouros
3117836,MG,CÔNEGO MARINHO,CONEGO MARINHO,Cônego Marinho,Conego Marinho
3117876,MG,CONFINS,CONFINS,Confins,Confins
3117900,MG,CONGONHAL,CONGONHAL,Congonhal,Congonhal
3118007,MG,CONGONHAS,CONGONHAS,Congonhas,Congonhas
3118106,MG,CONGONHAS DO NORTE,CONGONHAS DO NORTE,Congonhas do Norte,Congonhas do Norte
3118205,MG,CONQUISTA,CONQUISTA,Conquista,Conquista
3118304,MG,CONSELHEIRO LAFAIETE,CONSELHEIRO LAFAIETE,Conselheiro Lafaiete,Conselheiro Lafaiete
3118403,MG,CONSELHEIRO PENA,CONSELHEIRO PENA,Conselheiro Pena,Conselheiro Pena
3118502,MG,CONSOLAÇÃO,CONSOLACAO,Consolação,Consolacao
3118601,MG,CONTAGEM,CONTAGEM,Contagem,Contagem
3118700,MG,COQUEIRAL,COQUEIRAL,Coqueiral,Coqueiral
3118809,MG,CORAÇÃO DE JESUS,CORACAO DE JESUS,Coração de Jesus,Coracao de Jesus
3118908,MG,CORDISBURGO,CORDISBURGO,Cordisburgo,Cordisburgo
3119005,MG,CORDISLÂNDIA,CORDISLANDIA,Cordislândia,Cordislandia
3119104,MG,CORINTO,CORINTO,Corinto,Corinto
3119203,MG,COROACI,COROACI,Coroaci,Coroaci
3119302,MG,COROMANDEL,COROMANDEL,Coromandel,Coromandel
3119401,MG,CORONEL FABRICIANO,CORONEL FABRICIANO,Coronel Fabriciano,Coronel Fabriciano
3119500,MG,CORONEL MURTA,CORONEL MURTA,Coronel Murta,Coronel Murta
3119609,MG,CORONEL PACHECO,CORONEL PACHECO,Coronel Pacheco,Coronel Pacheco
3119708,MG,CORONEL XAVIER CHAVES,CORONEL XAVIER CHAVES,Coronel Xavier Chaves,Coronel Xavier Chaves
3119807,MG,CÓRREGO DANTA,CORREGO DANTA,Córrego Danta,Corrego Danta
3119906,MG,CÓRREGO DO BOM JESUS,CORREGO DO BOM JESUS,Córrego do Bom Jesus,Corrego do Bom Jesus
3119955,MG,CÓRREGO FUNDO,CORREGO FUNDO,Córrego Fundo,Corrego Fundo
3120003,MG,CÓRREGO NOVO,CORREGO NOVO,Córrego Novo,Corrego Novo
3120102,MG,COUTO DE MAGALHÃES DE MINAS,COUTO DE MAGALHAES DE MINAS,Couto de Magalhães de Minas,Couto de Magalhaes de Minas
3120151,MG,CRISÓLITA,CRISOLITA,Crisólita,Crisolita
3120201,MG,CRISTAIS,CRISTAIS,Cristais,Cristais
3120300,MG,CRISTÁLIA,CRISTALIA,Cristália,Cristalia
3120409,MG,CRISTIANO OTONI,CRISTIANO OTONI,Cristiano Otoni,Cristiano Otoni
3120508,MG,CRISTINA,CRISTINA,Cristina,Cristina
3120607,MG,CRUCILÂNDIA,CRUCILANDIA,Crucilândia,Crucilandia
3120706,MG,CRUZEIRO DA FORTALEZA,CRUZEIRO DA FORTALEZA,Cruzeiro da Fortaleza,Cruzeiro da Fortaleza
3120805,MG,CRUZÍLIA,CRUZILIA,Cruzília,Cruzilia
3120839,MG,CUPARAQUE,CUPARAQUE,Cuparaque,Cuparaque
3120870,MG,CURRAL DE DENTRO,CURRAL DE DENTRO,Curral de Dentro,Curral de Dentro
3120904,MG,CURVELO,CURVELO,Curvelo,Curvelo
3121001,MG,DATAS,DATAS,Datas,Datas
3121100,MG,DELFIM MOREIRA,DELFIM MOREIRA,Delfim Moreira,Delfim Moreira
3121209,MG,DELFINÓPOLIS,DELFINOPOLIS,Delfinópolis,Delfinopolis
3121258,MG,DELTA,DELTA,Delta,Delta
3121308,MG,DESCOBERTO,DESCOBERTO,Descoberto,Descoberto
3121407,MG,DESTERRO DE ENTRE RIOS,DESTERRO DE ENTRE RIOS,Desterro de Entre Rios,Desterro de Entre Rios
3121506,MG,DESTERRO DO MELO,DESTERRO DO MELO,Desterro do Melo,Desterro do Melo
3121605,MG,DIAMANTINA,DIAMANTINA,Diamantina,Diamantina
3121704,MG,DIOGO DE VASCONCELOS,DIOGO DE VASCONCELOS,Diogo de Vasconcelos,Diogo de Vasconcelos
3121803,MG,DIONÍSIO,DIONISIO,Dionísio,Dionisio
3121902,MG,DIVINÉSIA,DIVINESIA,Divinésia,Divinesia
3122009,MG,DIVINO,DIVINO,Divino,Divino
3122108,MG,DIVINO DAS LARANJEIRAS,DIVINO DAS LARANJEIRAS,Divino das Laranjeiras,Divino das Laranjeiras
3122207,MG,DIVINOLÂNDIA DE MINAS,DIVINOLANDIA DE MINAS,Divinolândia de Minas,Divinolandia de Minas
3122306,MG,DIVINÓPOLIS,DIVINOPOLIS,Divinópolis,Divinopolis
3122355,MG,DIVISA ALEGRE,DIVISA ALEGRE,Divisa Alegre,Divisa Alegre
3122405,MG,DIVISA NOVA,DIVISA NOVA,Divisa Nova,Divisa Nova
3122454,MG,DIVISÓPOLIS,DIVISOPOLIS,Divisópolis,Divisopolis
3122470,MG,DOM BOSCO,DOM BOSCO,Dom Bosco,Dom Bosco
3122504,MG,DOM CAVATI,DOM CAVATI,Dom Cavati,Dom Cavati
3122603,MG,DOM JOAQUIM,DOM JOAQUIM,Dom Joaquim,Dom Joaquim
3122702,MG,DOM SILVÉRIO,DOM SILVERIO,Dom Silvério,Dom Silverio
3122801,MG,DOM VIÇOSO,DOM VICOSO,Dom Viçoso,Dom Vicoso
3122900,MG,DONA EUZÉBIA,"DONA EUZEBIA, DONA EUSEBIA, DONA EUSÉBIA",Dona Euzébia,"Dona Euzebia, Dona Eusebia, Dona Eusébia"
3123007,MG,DORES DE CAMPOS,DORES DE CAMPOS,Dores de Campos,Dores de Campos
3123106,MG,DORES DE GUANHÃES,DORES DE GUANHAES,Dores de Guanhães,Dores de Guanhaes
3123205,MG,DORES DO INDAIÁ,DORES DO INDAIA,Dores do Indaiá,Dores do Indaia
3123304,MG,DORES DO TURVO,DORES DO TURVO,Dores do Turvo,Dores do Turvo
3123403,MG,DORESÓPOLIS,DORESOPOLIS,Doresópolis,Doresopolis
3123502,MG,DOURADOQUARA,DOURADOQUARA,Douradoquara,Douradoquara
3123528,MG,DURANDÉ,DURANDE,Durandé,Durande
3123601,MG,ELÓI MENDES,ELOI MENDES,Elói Mendes,Eloi Mendes
3123700,MG,ENGENHEIRO CALDAS,ENGENHEIRO CALDAS,Engenheiro Caldas,Engenheiro Caldas
3123809,MG,ENGENHEIRO NAVARRO,ENGENHEIRO NAVARRO,Engenheiro Navarro,Engenheiro Navarro
3123858,MG,ENTRE FOLHAS,ENTRE FOLHAS,Entre Folhas,Entre Folhas
3123908,MG,ENTRE RIOS DE MINAS,ENTRE RIOS DE MINAS,Entre Rios de Minas,Entre Rios de Minas
3124005,MG,ERVÁLIA,ERVALIA,Ervália,Ervalia
3124104,MG,ESMERALDAS,ESMERALDAS,Esmeraldas,Esmeraldas
3124203,MG,ESPERA FELIZ,ESPERA FELIZ,Espera Feliz,Espera Feliz
3124302,MG,ESPINOSA,ESPINOSA,Espinosa,Espinosa
3124401,MG,ESPÍRITO SANTO DO DOURADO,ESPIRITO SANTO DO DOURADO,Espírito Santo do Dourado,Espirito Santo do Dourado
3124500,MG,ESTIVA,ESTIVA,Estiva,Estiva
3124609,MG,ESTRELA DALVA,ESTRELA DALVA,Estrela Dalva,Estrela Dalva
3124708,MG,ESTRELA DO INDAIÁ,ESTRELA DO INDAIA,Estrela do Indaiá,Estrela do Indaia
3124807,MG,ESTRELA DO SUL,ESTRELA DO SUL,Estrela do Sul,Estrela do Sul
3124906,MG,EUGENÓPOLIS,EUGENOPOLIS,Eugenópolis,Eugenopolis
3125002,MG,EWBANK DA CÂMARA,EWBANK DA CAMARA,Ewbank da Câmara,Ewbank da Camara
3125101,MG,EXTREMA,EXTREMA,Extrema,Extrema
3125200,MG,FAMA,FAMA,Fama,Fama
3125309,MG,FARIA LEMOS,FARIA LEMOS,Faria Lemos,Faria Lemos
3125408,MG,FELÍCIO DOS SANTOS,FELICIO DOS SANTOS,Felício dos Santos,Felicio dos Santos
3125507,MG,SÃO GONÇALO DO RIO PRETO,SAO GONCALO DO RIO PRETO,São Gonçalo do Rio Preto,Sao Goncalo do Rio Preto
3125606,MG,FELISBURGO,FELISBURGO,Felisburgo,Felisburgo
3125705,MG,FELIXLÂNDIA,FELIXLANDIA,Felixlândia,Felixlandia
3125804,MG,FERNANDES TOURINHO,FERNANDES TOURINHO,Fernandes Tourinho,Fernandes Tourinho
3125903,MG,FERROS,FERROS,Ferros,Ferros
3125952,MG,FERVEDOURO,FERVEDOURO,Fervedouro,Fervedouro
3126000,MG,FLORESTAL,FLORESTAL,Florestal,Florestal
3126109,MG,FORMIGA,FORMIGA,Formiga,Formiga
3126208,MG,FORMOSO,FORMOSO,Formoso,Formoso
3126307,MG,FORTALEZA DE MINAS,FORTALEZA DE MINAS,Fortaleza de Minas,Fortaleza de Minas
3126406,MG,FORTUNA DE MINAS,FORTUNA DE MINAS,Fortuna de Minas,Fortuna de Minas
3126505,MG,FRANCISCO BADARÓ,FRANCISCO BADARO,Francisco Badaró,Francisco Badaro
3126604,MG,FRANCISCO DUMONT,FRANCISCO DUMONT,Francisco Dumont,Francisco Dumont
3126703,MG,FRANCISCO SÁ,FRANCISCO SA,Francisco Sá,Francisco Sa
3126752,MG,FRANCISCÓPOLIS,FRANCISCOPOLIS,Franciscópolis,Franciscopolis
3126802,MG,FREI GASPAR,FREI GASPAR,Frei Gaspar,Frei Gaspar
3126901,MG,FREI INOCÊNCIO,FREI INOCENCIO,Frei Inocêncio,Frei Inocencio
3126950,MG,FREI LAGONEGRO,FREI LAGONEGRO,Frei Lagonegro,Frei Lagonegro
3127008,MG,FRONTEIRA,FRONTEIRA,Fronteira,Fronteira
3127057,MG,FRONTEIRA DOS VALES,FRONTEIRA DOS VALES,Fronteira dos Vales,Fronteira dos Vales
3127073,MG,FRUTA DE LEITE,FRUTA DE LEITE,Fruta de Leite,Fruta de Leite
3127107,MG,FRUTAL,FRUTAL,Frutal,Frutal
3127206,MG,FUNILÂNDIA,FUNILANDIA,Funilândia,Funilandia
3127305,MG,GALILÉIA,GALILEIA,Galiléia,Galileia
3127339,MG,GAMELEIRAS,GAMELEIRAS,Gameleiras,Gameleiras
3127354,MG,GLAUCILÂNDIA,GLAUCILANDIA,Glaucilândia,Glaucilandia
3127370,MG,GOIABEIRA,GOIABEIRA,Goiabeira,Goiabeira
3127388,MG,GOIANÁ,GOIANA,Goianá,Goiana
3127404,MG,GONÇALVES,GONCALVES,Gonçalves,Goncalves
3127503,MG,GONZAGA,GONZAGA,Gonzaga,Gonzaga
3127602,MG,GOUVEIA,GOUVEIA,Gouveia,Gouveia
3127701,MG,GOVERNADOR VALADARES,GOVERNADOR VALADARES,Governador Valadares,Governador Valadares
3127800,MG,GRÃO MOGOL,GRAO MOGOL,Grão Mogol,Grao Mogol
3127909,MG,GRUPIARA,GRUPIARA,Grupiara,Grupiara
3128006,MG,GUANHÃES,GUANHAES,Guanhães,Guanhaes
3128105,MG,GUAPÉ,GUAPE,Guapé,Guape
3128204,MG,GUARACIABA,GUARACIABA,Guaraciaba,Guaraciaba
3128253,MG,GUARACIAMA,GUARACIAMA,Guaraciama,Guaraciama
3128303,MG,GUARANÉSIA,GUARANESIA,Guaranésia,Guaranesia
3128402,MG,GUARANI,GUARANI,Guarani,Guarani
3128501,MG,GUARARÁ,GUARARA,Guarará,Guarara
3128600,MG,GUARDA-MOR,GUARDA-MOR,Guarda-Mor,Guarda-Mor
3128709,MG,GUAXUPÉ,GUAXUPE,Guaxupé,Guaxupe
3128808,MG,GUIDOVAL,GUIDOVAL,Guidoval,Guidoval
3128907,MG,GUIMARÂNIA,GUIMARANIA,Guimarânia,Guimarania
3129004,MG,GUIRICEMA,GUIRICEMA,Guiricema,Guiricema
3129103,MG,GURINHATÃ,GURINHATA,Gurinhatã,Gurinhata
3129202,MG,HELIODORA,HELIODORA,Heliodora,Heliodora
3129301,MG,IAPU,IAPU,Iapu,Iapu
3129400,MG,IBERTIOGA,IBERTIOGA,Ibertioga,Ibertioga
3129509,MG,IBIÁ,IBIA,Ibiá,Ibia
3129608,MG,IBIAÍ,IBIAI,Ibiaí,Ibiai
3129657,MG,IBIRACATU,IBIRACATU,Ibiracatu,Ibiracatu
3129707,MG,IBIRACI,IBIRACI,Ibiraci,Ibiraci
3129806,MG,IBIRITÉ,IBIRITE,Ibirité,Ibirite
3129905,MG,IBITIÚRA DE MINAS,IBITIURA DE MINAS,Ibitiúra de Minas,Ibitiura de Minas
3130002,MG,IBITURUNA,IBITURUNA,Ibituruna,Ibituruna
3130051,MG,ICARAÍ DE MINAS,ICARAI DE MINAS,Icaraí de Minas,Icarai de Minas
3130101,MG,IGARAPÉ,IGARAPE,Igarapé,Igarape
3130200,MG,IGARATINGA,IGARATINGA,Igaratinga,Igaratinga
3130309,MG,IGUATAMA,IGUATAMA,Iguatama,Iguatama
3130408,MG,IJACI,IJACI,Ijaci,Ijaci
3130507,MG,ILICÍNEA,ILICINEA,Ilicínea,Ilicinea
3130556,MG,IMBÉ DE MINAS,IMBE DE MINAS,Imbé de Minas,Imbe de Minas
3130606,MG,INCONFIDENTES,INCONFIDENTES,Inconfidentes,Inconfidentes
3130655,MG,INDAIABIRA,INDAIABIRA,Indaiabira,Indaiabira
3130705,MG,INDIANÓPOLIS,INDIANOPOLIS,Indianópolis,Indianopolis
3130804,MG,INGAÍ,INGAI,Ingaí,Ingai
3130903,MG,INHAPIM,INHAPIM,Inhapim,Inhapim
3131000,MG,INHAÚMA,INHAUMA,Inhaúma,Inhauma
3131109,MG,INIMUTABA,INIMUTABA,Inimutaba,Inimutaba
3131158,MG,IPABA,IPABA,Ipaba,Ipaba
3131208,MG,IPANEMA,IPANEMA,Ipanema,Ipanema
3131307,MG,IPATINGA,IPATINGA,Ipatinga,Ipatinga
3131406,MG,IPIAÇU,IPIACU,Ipiaçu,Ipiacu
3131505,MG,IPUIÚNA,IPUIUNA,Ipuiúna,Ipuiuna
3131604,MG,IRAÍ DE MINAS,IRAI DE MINAS,Iraí de Minas,Irai de Minas
3131703,MG,ITABIRA,ITABIRA,Itabira,Itabira
3131802,MG,ITABIRINHA,ITABIRINHA,Itabirinha,Itabirinha
3131901,MG,ITABIRITO,ITABIRITO,Itabirito,Itabirito
3132008,MG,ITACAMBIRA,ITACAMBIRA,Itacambira,Itacambira
3132107,MG,ITACARAMBI,ITACARAMBI,Itacarambi,Itacarambi
3132206,MG,ITAGUARA,ITAGUARA,Itaguara,Itaguara
3132305,MG,ITAIPÉ,ITAIPE,Itaipé,Itaipe
3132404,MG,ITAJUBÁ,ITAJUBA,Itajubá,Itajuba
3132503,MG,ITAMARANDIBA,ITAMARANDIBA,Itamarandiba,Itamarandiba
3132602,MG,ITAMARATI DE MINAS,ITAMARATI DE MINAS,Itamarati de Minas,Itamarati de Minas
3132701,MG,ITAMBACURI,ITAMBACURI,Itambacuri,Itambacuri
3132800,MG,ITAMBÉ DO MATO DENTRO,ITAMBE DO MATO DENTRO,Itambé do Mato Dentro,Itambe do Mato Dentro
3132909,MG,ITAMOGI,ITAMOGI,Itamogi,Itamogi
3133006,MG,ITAMONTE,ITAMONTE,Itamonte,Itamonte
3133105,MG,ITANHANDU,ITANHANDU,Itanhandu,Itanhandu
3133204,MG,ITANHOMI,ITANHOMI,Itanhomi,Itanhomi
3133303,MG,ITAOBIM,ITAOBIM,Itaobim,Itaobim
3133402,MG,ITAPAGIPE,ITAPAGIPE,Itapagipe,Itapagipe
3133501,MG,ITAPECERICA,ITAPECERICA,Itapecerica,Itapecerica
3133600,MG,ITAPEVA,ITAPEVA,Itapeva,Itapeva
3133709,MG,ITATIAIUÇU,ITATIAIUCU,Itatiaiuçu,Itatiaiucu
3133758,MG,ITAÚ DE MINAS,ITAU DE MINAS,Itaú de Minas,Itau de Minas
3133808,MG,ITAÚNA,ITAUNA,Itaúna,Itauna
3133907,MG,ITAVERAVA,ITAVERAVA,Itaverava,Itaverava
3134004,MG,ITINGA,ITINGA,Itinga,Itinga
3134103,MG,ITUETA,ITUETA,Itueta,Itueta
3134202,MG,ITUIUTABA,ITUIUTABA,Ituiutaba,Ituiutaba
3134301,MG,ITUMIRIM,ITUMIRIM,Itumirim,Itumirim
3134400,MG,ITURAMA,ITURAMA,Iturama,Iturama
3134509,MG,ITUTINGA,ITUTINGA,Itutinga,Itutinga
3134608,MG,JABOTICATUBAS,JABOTICATUBAS,Jaboticatubas,Jaboticatubas
3134707,MG,JACINTO,JACINTO,Jacinto,Jacinto
3134806,MG,JACUÍ,JACUI,Jacuí,Jacui
3134905,MG,JACUTINGA,JACUTINGA,Jacutinga,Jacutinga
3135001,MG,JAGUARAÇU,JAGUARACU,Jaguaraçu,Jaguaracu
3135050,MG,JAÍBA,JAIBA,Jaíba,Jaiba
3135076,MG,JAMPRUCA,JAMPRUCA,Jampruca,Jampruca
3135100,MG,JANAÚBA,JANAUBA,Janaúba,Janauba
3135209,MG,JANUÁRIA,JANUARIA,Januária,Januaria
3135308,MG,JAPARAÍBA,JAPARAIBA,Japaraíba,Japaraiba
3135357,MG,JAPONVAR,JAPONVAR,Japonvar,Japonvar
3135407,MG,JECEABA,JECEABA,Jeceaba,Jeceaba
3135456,MG,JENIPAPO DE MINAS,JENIPAPO DE MINAS,Jenipapo de Minas,Jenipapo de Minas
3135506,MG,JEQUERI,JEQUERI,Jequeri,Jequeri
3135605,MG,JEQUITAÍ,JEQUITAI,Jequitaí,Jequitai
3135704,MG,JEQUITIBÁ,JEQUITIBA,Jequitibá,Jequitiba
3135803,MG,JEQUITINHONHA,JEQUITINHONHA,Jequitinhonha,Jequitinhonha
3135902,MG,JESUÂNIA,JESUANIA,Jesuânia,Jesuania
3136009,MG,JOAÍMA,JOAIMA,Joaíma,Joaima
3136108,MG,JOANÉSIA,JOANESIA,Joanésia,Joanesia
3136207,MG,JOÃO MONLEVADE,JOAO MONLEVADE,João Monlevade,Joao Monlevade
3136306,MG,JOÃO PINHEIRO,JOAO PINHEIRO,João Pinheiro,Joao Pinheiro
3136405,MG,JOAQUIM FELÍCIO,JOAQUIM FELICIO,Joaquim Felício,Joaquim Felicio
3136504,MG,JORDÂNIA,JORDANIA,Jordânia,Jordania
3136520,MG,JOSÉ GONÇALVES DE MINAS,JOSE GONCALVES DE MINAS,José Gonçalves de Minas,Jose Goncalves de Minas
3136553,MG,JOSÉ RAYDAN,JOSE RAYDAN,José Raydan,Jose Raydan
3136579,MG,JOSENÓPOLIS,JOSENOPOLIS,Josenópolis,Josenopolis
3136603,MG,NOVA UNIÃO,NOVA UNIAO,Nova União,Nova Uniao
3136652,MG,JUATUBA,JUATUBA,Juatuba,Juatuba
3136702,MG,JUIZ DE FORA,JUIZ DE FORA,Juiz de Fora,Juiz de Fora
3136801,MG,JURAMENTO,JURAMENTO,Juramento,Juramento
3136900,MG,JURUAIA,JURUAIA,Juruaia,Juruaia
3136959,MG,JUVENÍLIA,JUVENILIA,Juvenília,Juvenilia
3137007,MG,LADAINHA,LADAINHA,Ladainha,Ladainha
3137106,MG,LAGAMAR,LAGAMAR,Lagamar,Lagamar
3137205,MG,LAGOA DA PRATA,LAGOA DA PRATA,Lagoa da Prata,Lagoa da Prata
3137304,MG,LAGOA DOS PATOS,LAGOA DOS PATOS,Lagoa dos Patos,Lagoa dos Patos
3137403,MG,LAGOA DOURADA,LAGOA DOURADA,Lagoa Dourada,Lagoa Dourada
3137502,MG,LAGOA FORMOSA,LAGOA FORMOSA,Lagoa Formosa,Lagoa Formosa
3137536,MG,LAGOA GRANDE,LAGOA GRANDE,Lagoa Grande,Lagoa Grande
3137601,MG,LAGOA SANTA,LAGOA SANTA,Lagoa Santa,Lagoa Santa
3137700,MG,LAJINHA,LAJINHA,Lajinha,Lajinha
3137809,MG,LAMBARI,LAMBARI,Lambari,Lambari
3137908,MG,LAMIM,LAMIM,Lamim,Lamim
3138005,MG,LARANJAL,LARANJAL,Laranjal,Laranjal
3138104,MG,LASSANCE,LASSANCE,Lassance,Lassance
3138203,MG,LAVRAS,LAVRAS,Lavras,Lavras
3138302,MG,LEANDRO FERREIRA,LEANDRO FERREIRA,Leandro Ferreira,Leandro Ferreira
3138351,MG,LEME DO PRADO,LEME DO PRADO,Leme do Prado,Leme do Prado
3138401,MG,LEOPOLDINA,LEOPOLDINA,Leopoldina,Leopoldina
3138500,MG,LIBERDADE,LIBERDADE,Liberdade,Liberdade
3138609,MG,LIMA DUARTE,LIMA DUARTE,Lima Duarte,Lima Duarte
3138625,MG,LIMEIRA DO OESTE,LIMEIRA DO OESTE,Limeira do Oeste,Limeira do Oeste
3138658,MG,LONTRA,LONTRA,Lontra,Lontra
3138674,MG,LUISBURGO,LUISBURGO,Luisburgo,Luisburgo
3138682,MG,LUISLÂNDIA,LUISLANDIA,Luislândia,Luislandia
3138708,MG,LUMINÁRIAS,LUMINARIAS,Luminárias,Luminarias
3138807,MG,LUZ,LUZ,Luz,Luz
3138906,MG,MACHACALIS,MACHACALIS,Machacalis,Machacalis
3139003,MG,MACHADO,MACHADO,Machado,Machado
3139102,MG,MADRE DE DEUS DE MINAS,MADRE DE DEUS DE MINAS,Madre de Deus de Minas,Madre de Deus de Minas
3139201,MG,MALACACHETA,MALACACHETA,Malacacheta,Malacacheta
3139250,MG,MAMONAS,MAMONAS,Mamonas,Mamonas
3139300,MG,MANGA,MANGA,Manga,Manga
3139409,MG,MANHUAÇU,MANHUACU,Manhuaçu,Manhuacu
3139508,MG,MANHUMIRIM,MANHUMIRIM,Manhumirim,Manhumirim
3139607,MG,MANTENA,MANTENA,Mantena,Mantena
3139706,MG,MARAVILHAS,MARAVILHAS,Maravilhas,Maravilhas
3139805,MG,MAR DE ESPANHA,MAR DE ESPANHA,Mar de Espanha,Mar de Espanha
3139904,MG,MARIA DA FÉ,MARIA DA FE,Maria da Fé,Maria da Fe
3140001,MG,MARIANA,MARIANA,Mariana,Mariana
3140100,MG,MARILAC,MARILAC,Marilac,Marilac
3140159,MG,MÁRIO CAMPOS,MARIO CAMPOS,Mário Campos,Mario Campos
3140209,MG,MARIPÁ DE MINAS,MARIPA DE MINAS,Maripá de Minas,Maripa de Minas
3140308,MG,MARLIÉRIA,MARLIERIA,Marliéria,Marlieria
3140407,MG,MARMELÓPOLIS,MARMELOPOLIS,Marmelópolis,Marmelopolis
3140506,MG,MARTINHO CAMPOS,MARTINHO CAMPOS,Martinho Campos,Martinho Campos
3140530,MG,MARTINS SOARES,MARTINS SOARES,Martins Soares,Martins Soares
3140555,MG,MATA VERDE,MATA VERDE,Mata Verde,Mata Verde
3140605,MG,MATERLÂNDIA,MATERLANDIA,Materlândia,Materlandia
3140704,MG,MATEUS LEME,MATEUS LEME,Mateus Leme,Mateus Leme
3140803,MG,MATIAS BARBOSA,MATIAS BARBOSA,Matias Barbosa,Matias Barbosa
3140852,MG,MATIAS CARDOSO,MATIAS CARDOSO,Matias Cardoso,Matias Cardoso
3140902,MG,MATIPÓ,MATIPO,Matipó,Matipo
3141009,MG,MATO VERDE,MATO VERDE,Mato Verde,Mato Verde
3141108,MG,MATOZINHOS,MATOZINHOS,Matozinhos,Matozinhos
3141207,MG,MATUTINA,MATUTINA,Matutina,Matutina
3141306,MG,MEDEIROS,MEDEIROS,Medeiros,Medeiros
3141405,MG,MEDINA,MEDINA,Medina,Medina
3141504,MG,MENDES PIMENTEL,MENDES PIMENTEL,Mendes Pimentel,Mendes Pimentel
3141603,MG,MERCÊS,MERCES,Mercês,Merces
3141702,MG,MESQUITA,MESQUITA,Mesquita,Mesquita
3141801,MG,MINAS NOVAS,MINAS NOVAS,Minas Novas,Minas Novas
3141900,MG,MINDURI,MINDURI,Minduri,Minduri
3142007,MG,MIRABELA,MIRABELA,Mirabela,Mirabela
3142106,MG,MIRADOURO,MIRADOURO,Miradouro,Miradouro
3142205,MG,MIRAÍ,MIRAI,Miraí,Mirai
3142254,MG,MIRAVÂNIA,MIRAVANIA,Miravânia,Miravania
3142304,MG,MOEDA,MOEDA,Moeda,Moeda
3142403,MG,MOEMA,MOEMA,Moema,Moema
